"Numero_Fiche";"Codes_Rome_Code";"Codes_Rome_Libelle"
"RNCP26610";"F1108";"Métré de la construction"
"RNCP26610";"F1201";"Conduite de travaux du BTP et de travaux paysagers"
"RNCP26610";"F1106";"Ingénierie et études du BTP"
"RNCP26610";"F1104";"Dessin BTP et paysage"
"RNCP26611";"D1102";"Boulangerie - viennoiserie"
"RNCP26611";"H2102";"Conduite d''équipement de production alimentaire"
"RNCP26612";"D1101";"Boucherie"
"RNCP26612";"H2101";"Abattage et découpe des viandes"
"RNCP26612";"D1106";"Vente en alimentation"
"RNCP26613";"K1901";"Aide et médiation judiciaire"
"RNCP26613";"K1902";"Collaboration juridique"
"RNCP26613";"K1903";"Défense et conseil juridique"
"RNCP26614";"E1106";"Journalisme et information média"
"RNCP26614";"K1602";"Gestion de patrimoine culturel"
"RNCP26614";"L1302";"Production et administration spectacle, cinéma et audiovisuel"
"RNCP26614";"L1304";"Réalisation cinématographique et audiovisuelle"
"RNCP26615";"E1106";"Journalisme et information média"
"RNCP26615";"K2107";"Enseignement général du second degré"
"RNCP26615";"K1602";"Gestion de patrimoine culturel"
"RNCP26615";"K1601";"Gestion de l''information et de la documentation"
"RNCP26616";"K2107";"Enseignement général du second degré"
"RNCP26616";"E1106";"Journalisme et information média"
"RNCP26616";"E1105";"Coordination d''édition"
"RNCP26616";"K1602";"Gestion de patrimoine culturel"
"RNCP26616";"K2108";"Enseignement supérieur"
"RNCP26617";"E1105";"Coordination d''édition"
"RNCP26617";"E1106";"Journalisme et information média"
"RNCP26617";"K2107";"Enseignement général du second degré"
"RNCP26617";"K1401";"Conception et pilotage de la politique des pouvoirs publics"
"RNCP26618";"E1103";"Communication"
"RNCP26618";"L1301";"Mise en scène de spectacles vivants"
"RNCP26618";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP26619";"N1301";"Conception et organisation de la chaîne logistique"
"RNCP26619";"H1401";"Management et ingénierie gestion industrielle et logistique"
"RNCP26622";"C1501";"Gérance immobilière"
"RNCP26622";"C1502";"Gestion locative immobilière"
"RNCP26622";"C1503";"Management de projet immobilier"
"RNCP26622";"M1203";"Comptabilité"
"RNCP26622";"K1903";"Défense et conseil juridique"
"RNCP26627";"K1903";"Défense et conseil juridique"
"RNCP26627";"K1902";"Collaboration juridique"
"RNCP26627";"K1901";"Aide et médiation judiciaire"
"RNCP26627";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP26628";"K1903";"Défense et conseil juridique"
"RNCP26628";"K1902";"Collaboration juridique"
"RNCP26628";"K1901";"Aide et médiation judiciaire"
"RNCP26628";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP26633";"K1903";"Défense et conseil juridique"
"RNCP26633";"K1902";"Collaboration juridique"
"RNCP26633";"K1901";"Aide et médiation judiciaire"
"RNCP26633";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP26634";"I1308";"Maintenance d''installation de chauffage"
"RNCP26634";"I1306";"Installation et maintenance en froid, conditionnement d''air"
"RNCP26650";"G1602";"Personnel de cuisine"
"RNCP26652";"D1407";"Relation technico-commerciale"
"RNCP26652";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP26652";"K1403";"Management de structure de santé, sociale ou pénitentiaire"
"RNCP26652";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP26654";"K1901";"Aide et médiation judiciaire"
"RNCP26654";"K1902";"Collaboration juridique"
"RNCP26654";"K1903";"Défense et conseil juridique"
"RNCP26654";"K2108";"Enseignement supérieur"
"RNCP26654";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP26655";"K1901";"Aide et médiation judiciaire"
"RNCP26655";"K1902";"Collaboration juridique"
"RNCP26655";"K1903";"Défense et conseil juridique"
"RNCP26655";"C1501";"Gérance immobilière"
"RNCP26655";"C1205";"Conseil en gestion de patrimoine financier"
"RNCP26656";"F1103";"Contrôle et diagnostic technique du bâtiment"
"RNCP26656";"F1106";"Ingénierie et études du BTP"
"RNCP26656";"F1201";"Conduite de travaux du BTP et de travaux paysagers"
"RNCP26658";"K2108";"Enseignement supérieur"
"RNCP26658";"K1903";"Défense et conseil juridique"
"RNCP26658";"M1403";"Études et prospectives socio-économiques"
"RNCP26658";"K1401";"Conception et pilotage de la politique des pouvoirs publics"
"RNCP26658";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP26659";"M1802";"Expertise et support en systèmes d''information"
"RNCP26659";"M1803";"Direction des systèmes d''information"
"RNCP26659";"M1805";"Études et développement informatique"
"RNCP26659";"M1806";"Conseil et maîtrise d''ouvrage en systèmes d''information"
"RNCP26659";"M1808";"Information géographique"
"RNCP26662";"K1903";"Défense et conseil juridique"
"RNCP26662";"K1901";"Aide et médiation judiciaire"
"RNCP26662";"K1904";"Magistrature"
"RNCP26662";"E1108";"Traduction, interprétariat"
"RNCP26663";"K1903";"Défense et conseil juridique"
"RNCP26663";"K2108";"Enseignement supérieur"
"RNCP26663";"M1502";"Développement des ressources humaines"
"RNCP26663";"C1109";"Rédaction et gestion en assurances"
"RNCP26664";"M1703";"Management et gestion de produit"
"RNCP26664";"M1707";"Stratégie commerciale"
"RNCP26664";"D1406";"Management en force de vente"
"RNCP26666";"D1402";"Relation commerciale grands comptes et entreprises"
"RNCP26666";"D1406";"Management en force de vente"
"RNCP26666";"M1703";"Management et gestion de produit"
"RNCP26666";"M1502";"Développement des ressources humaines"
"RNCP26669";"M1703";"Management et gestion de produit"
"RNCP26669";"M1707";"Stratégie commerciale"
"RNCP26669";"D1406";"Management en force de vente"
"RNCP26670";"K1901";"Aide et médiation judiciaire"
"RNCP26670";"K1902";"Collaboration juridique"
"RNCP26670";"K1903";"Défense et conseil juridique"
"RNCP26670";"K1904";"Magistrature"
"RNCP26670";"K2108";"Enseignement supérieur"
"RNCP26672";"D1402";"Relation commerciale grands comptes et entreprises"
"RNCP26672";"D1406";"Management en force de vente"
"RNCP26672";"M1703";"Management et gestion de produit"
"RNCP26675";"M1802";"Expertise et support en systèmes d''information"
"RNCP26675";"M1803";"Direction des systèmes d''information"
"RNCP26675";"M1805";"Études et développement informatique"
"RNCP26675";"M1806";"Conseil et maîtrise d''ouvrage en systèmes d''information"
"RNCP26675";"M1808";"Information géographique"
"RNCP26676";"M1802";"Expertise et support en systèmes d''information"
"RNCP26676";"M1803";"Direction des systèmes d''information"
"RNCP26676";"M1805";"Études et développement informatique"
"RNCP26676";"M1806";"Conseil et maîtrise d''ouvrage en systèmes d''information"
"RNCP26676";"M1804";"Études et développement de réseaux de télécoms"
"RNCP26677";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP26677";"M1805";"Études et développement informatique"
"RNCP26677";"H2502";"Management et ingénierie de production"
"RNCP26680";"K2108";"Enseignement supérieur"
"RNCP26680";"E1106";"Journalisme et information média"
"RNCP26680";"E1103";"Communication"
"RNCP26680";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP26680";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP26681";"K2401";"Recherche en sciences de l''homme et de la société"
"RNCP26681";"M1803";"Direction des systèmes d''information"
"RNCP26681";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP26681";"E1103";"Communication"
"RNCP26683";"M1501";"Assistanat en ressources humaines"
"RNCP26683";"M1502";"Développement des ressources humaines"
"RNCP26684";"K2108";"Enseignement supérieur"
"RNCP26684";"H1210";"Intervention technique en études, recherche et développement"
"RNCP26684";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP26684";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP26684";"H2502";"Management et ingénierie de production"
"RNCP26686";"M1201";"Analyse et ingénierie financière"
"RNCP26686";"M1202";"Audit et contrôle comptables et financiers"
"RNCP26686";"M1205";"Direction administrative et financière"
"RNCP26686";"C1202";"Analyse de crédits et risques bancaires"
"RNCP26686";"C1303";"Gestion de portefeuilles sur les marchés financiers"
"RNCP26695";"H1502";"Management et ingénierie qualité industrielle"
"RNCP26695";"H1203";"Conception et dessin produits mécaniques"
"RNCP26695";"H1210";"Intervention technique en études, recherche et développement"
"RNCP26695";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP26695";"H2502";"Management et ingénierie de production"
"RNCP26697";"I1101";"Direction et ingénierie en entretien infrastructure et bâti"
"RNCP26697";"F1103";"Contrôle et diagnostic technique du bâtiment"
"RNCP26697";"H1102";"Management et ingénierie d''affaires"
"RNCP26697";"F1106";"Ingénierie et études du BTP"
"RNCP26697";"F1201";"Conduite de travaux du BTP et de travaux paysagers"
"RNCP26698";"K2106";"Enseignement des écoles"
"RNCP26698";"K2103";"Direction d''établissement et d''enseignement"
"RNCP26698";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP26698";"K1207";"Intervention socioéducative"
"RNCP26698";"K2101";"Conseil en formation"
"RNCP26699";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP26699";"H2504";"Encadrement d''équipe en industrie de transformation"
"RNCP26699";"H2502";"Management et ingénierie de production"
"RNCP26699";"A1303";"Ingénierie en agriculture et environnement naturel"
"RNCP26699";"H1505";"Intervention technique en formulation et analyse sensorielle"
"RNCP26701";"H2502";"Management et ingénierie de production"
"RNCP26701";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP26701";"F1103";"Contrôle et diagnostic technique du bâtiment"
"RNCP26702";"K1802";"Développement local"
"RNCP26702";"M1403";"Études et prospectives socio-économiques"
"RNCP26702";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP26702";"D1509";"Management de département en grande distribution"
"RNCP26702";"G1403";"Gestion de structure de loisirs ou d''hébergement touristique"
"RNCP26704";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP26704";"M1205";"Direction administrative et financière"
"RNCP26704";"M1705";"Marketing"
"RNCP26704";"M1707";"Stratégie commerciale"
"RNCP26706";"M1802";"Expertise et support en systèmes d''information"
"RNCP26706";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP26706";"M1705";"Marketing"
"RNCP26706";"H1102";"Management et ingénierie d''affaires"
"RNCP26706";"N1301";"Conception et organisation de la chaîne logistique"
"RNCP26710";"K2107";"Enseignement général du second degré"
"RNCP26710";"K2109";"Enseignement technique et professionnel"
"RNCP26710";"K2103";"Direction d''établissement et d''enseignement"
"RNCP26710";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP26710";"K1207";"Intervention socioéducative"
"RNCP26711";"K2104";"Éducation et surveillance au sein d''établissements d''enseignement"
"RNCP26711";"K2103";"Direction d''établissement et d''enseignement"
"RNCP26711";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP26711";"K2111";"Formation professionnelle"
"RNCP26711";"K1207";"Intervention socioéducative"
"RNCP26712";"K2111";"Formation professionnelle"
"RNCP26712";"K2101";"Conseil en formation"
"RNCP26712";"K2102";"Coordination pédagogique"
"RNCP26712";"K2103";"Direction d''établissement et d''enseignement"
"RNCP26713";"F1107";"Mesures topographiques"
"RNCP26713";"M1808";"Information géographique"
"RNCP26713";"F1105";"Études géologiques"
"RNCP26714";"H1502";"Management et ingénierie qualité industrielle"
"RNCP26714";"H1203";"Conception et dessin produits mécaniques"
"RNCP26714";"H2504";"Encadrement d''équipe en industrie de transformation"
"RNCP26714";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP26714";"H2502";"Management et ingénierie de production"
"RNCP26716";"M1401";"Conduite d''enquêtes"
"RNCP26716";"M1403";"Études et prospectives socio-économiques"
"RNCP26716";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP26716";"K1802";"Développement local"
"RNCP26717";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP26717";"M1403";"Études et prospectives socio-économiques"
"RNCP26717";"M1503";"Management des ressources humaines"
"RNCP26717";"M1705";"Marketing"
"RNCP26717";"K2103";"Direction d''établissement et d''enseignement"
"RNCP26720";"K1802";"Développement local"
"RNCP26720";"E1103";"Communication"
"RNCP26720";"K1403";"Management de structure de santé, sociale ou pénitentiaire"
"RNCP26720";"K1207";"Intervention socioéducative"
"RNCP26720";"K1201";"Action sociale"
"RNCP26726";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP26726";"K1802";"Développement local"
"RNCP26726";"K1401";"Conception et pilotage de la politique des pouvoirs publics"
"RNCP26726";"K1205";"Information sociale"
"RNCP26730";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP26730";"K1802";"Développement local"
"RNCP26730";"M1403";"Études et prospectives socio-économiques"
"RNCP26730";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP26730";"M1404";"Management et gestion d''enquêtes"
"RNCP26731";"M1605";"Assistanat technique et administratif"
"RNCP26731";"D1401";"Assistanat commercial"
"RNCP26731";"M1707";"Stratégie commerciale"
"RNCP26731";"N1202";"Gestion des opérations de circulation internationale des marchandises"
"RNCP26732";"L1302";"Production et administration spectacle, cinéma et audiovisuel"
"RNCP26732";"K2103";"Direction d''établissement et d''enseignement"
